frame_id,class_name,count,total_objects
frame_0,coke_z_big,4,57
frame_0,coke_med,5,57
frame_0,anw_med,5,57
frame_0,coke_v_big,5,57
frame_0,coke_small,5,57
frame_0,pepsi_med,5,57
frame_0,coke_v_med,3,57
frame_0,dew_med,7,57
frame_0,sprite_small,4,57
frame_0,fanta_grape_big,2,57
frame_0,pepsi_big,3,57
frame_0,a&w_small,7,57
frame_0,kick_med,2,57
frame_1,coke_z_big,4,57
frame_1,coke_med,5,57
frame_1,anw_med,5,57
frame_1,coke_v_big,5,57
frame_1,coke_small,5,57
frame_1,pepsi_med,5,57
frame_1,coke_v_med,3,57
frame_1,dew_med,7,57
frame_1,sprite_small,4,57
frame_1,fanta_grape_big,2,57
frame_1,pepsi_big,3,57
frame_1,a&w_small,7,57
frame_1,kick_med,2,57
frame_2,coke_z_big,4,57
frame_2,coke_med,5,57
frame_2,anw_med,5,57
frame_2,coke_v_big,5,57
frame_2,coke_small,5,57
frame_2,pepsi_med,5,57
frame_2,coke_v_med,3,57
frame_2,dew_med,7,57
frame_2,sprite_small,4,57
frame_2,fanta_grape_big,2,57
frame_2,pepsi_big,3,57
frame_2,a&w_small,7,57
frame_2,kick_med,2,57
frame_3,coke_z_big,4,56
frame_3,coke_med,5,56
frame_3,anw_med,5,56
frame_3,coke_v_big,5,56
frame_3,coke_small,5,56
frame_3,pepsi_med,5,56
frame_3,coke_v_med,3,56
frame_3,dew_med,7,56
frame_3,sprite_small,4,56
frame_3,fanta_grape_big,1,56
frame_3,pepsi_big,3,56
frame_3,a&w_small,7,56
frame_3,kick_med,2,56
frame_4,coke_z_big,4,56
frame_4,coke_med,5,56
frame_4,anw_med,5,56
frame_4,coke_v_big,5,56
frame_4,coke_small,5,56
frame_4,pepsi_med,5,56
frame_4,coke_v_med,3,56
frame_4,dew_med,7,56
frame_4,sprite_small,4,56
frame_4,fanta_grape_big,1,56
frame_4,pepsi_big,3,56
frame_4,a&w_small,7,56
frame_4,kick_med,2,56
frame_5,coke_z_big,4,56
frame_5,coke_med,5,56
frame_5,anw_med,5,56
frame_5,coke_v_big,5,56
frame_5,coke_small,5,56
frame_5,pepsi_med,5,56
frame_5,coke_v_med,3,56
frame_5,dew_med,7,56
frame_5,sprite_small,4,56
frame_5,fanta_grape_big,1,56
frame_5,pepsi_big,3,56
frame_5,a&w_small,7,56
frame_5,kick_med,2,56
frame_6,coke_z_big,4,56
frame_6,coke_med,5,56
frame_6,anw_med,5,56
frame_6,coke_v_big,5,56
frame_6,coke_small,5,56
frame_6,pepsi_med,5,56
frame_6,coke_v_med,3,56
frame_6,dew_med,7,56
frame_6,sprite_small,4,56
frame_6,fanta_grape_big,1,56
frame_6,pepsi_big,3,56
frame_6,a&w_small,7,56
frame_6,kick_med,2,56
frame_7,coke_z_big,4,56
frame_7,coke_med,5,56
frame_7,anw_med,5,56
frame_7,coke_v_big,5,56
frame_7,coke_small,5,56
frame_7,pepsi_med,5,56
frame_7,coke_v_med,3,56
frame_7,dew_med,7,56
frame_7,sprite_small,4,56
frame_7,fanta_grape_big,1,56
frame_7,pepsi_big,3,56
frame_7,a&w_small,7,56
frame_7,kick_med,2,56
frame_8,coke_z_big,4,57
frame_8,coke_med,5,57
frame_8,anw_med,5,57
frame_8,coke_v_big,5,57
frame_8,coke_small,5,57
frame_8,pepsi_med,5,57
frame_8,coke_v_med,3,57
frame_8,dew_med,7,57
frame_8,sprite_small,4,57
frame_8,fanta_grape_big,2,57
frame_8,pepsi_big,3,57
frame_8,a&w_small,7,57
frame_8,kick_med,2,57
frame_9,coke_z_big,4,56
frame_9,coke_med,5,56
frame_9,anw_med,5,56
frame_9,coke_v_big,5,56
frame_9,coke_small,5,56
frame_9,pepsi_med,5,56
frame_9,coke_v_med,3,56
frame_9,dew_med,6,56
frame_9,sprite_small,4,56
frame_9,fanta_grape_big,2,56
frame_9,pepsi_big,3,56
frame_9,a&w_small,7,56
frame_9,kick_med,2,56
frame_10,coke_z_big,4,57
frame_10,coke_med,5,57
frame_10,anw_med,5,57
frame_10,coke_v_big,5,57
frame_10,coke_small,5,57
frame_10,pepsi_med,5,57
frame_10,coke_v_med,3,57
frame_10,dew_med,7,57
frame_10,sprite_small,4,57
frame_10,fanta_grape_big,2,57
frame_10,pepsi_big,3,57
frame_10,a&w_small,7,57
frame_10,kick_med,2,57
frame_11,coke_z_big,4,56
frame_11,coke_med,5,56
frame_11,anw_med,5,56
frame_11,coke_v_big,5,56
frame_11,coke_small,5,56
frame_11,pepsi_med,5,56
frame_11,coke_v_med,3,56
frame_11,dew_med,6,56
frame_11,sprite_small,4,56
frame_11,fanta_grape_big,2,56
frame_11,pepsi_big,3,56
frame_11,a&w_small,7,56
frame_11,kick_med,2,56
frame_12,coke_z_big,4,59
frame_12,coke_med,5,59
frame_12,anw_med,5,59
frame_12,coke_v_big,5,59
frame_12,coke_small,5,59
frame_12,pepsi_med,5,59
frame_12,coke_v_med,3,59
frame_12,dew_med,7,59
frame_12,sprite_small,4,59
frame_12,fanta_grape_big,2,59
frame_12,pepsi_big,3,59
frame_12,a&w_small,7,59
frame_12,kick_med,3,59
frame_12,7up_med,1,59
frame_13,coke_z_big,4,58
frame_13,coke_med,5,58
frame_13,anw_med,5,58
frame_13,coke_v_big,5,58
frame_13,coke_small,5,58
frame_13,pepsi_med,5,58
frame_13,coke_v_med,3,58
frame_13,dew_med,7,58
frame_13,sprite_small,4,58
frame_13,fanta_grape_big,2,58
frame_13,pepsi_big,3,58
frame_13,a&w_small,7,58
frame_13,kick_med,3,58
frame_14,coke_z_big,4,57
frame_14,coke_med,5,57
frame_14,anw_med,5,57
frame_14,coke_v_big,5,57
frame_14,coke_small,5,57
frame_14,pepsi_med,5,57
frame_14,coke_v_med,3,57
frame_14,dew_med,6,57
frame_14,sprite_small,4,57
frame_14,fanta_grape_big,2,57
frame_14,pepsi_big,3,57
frame_14,a&w_small,7,57
frame_14,kick_med,3,57
frame_15,coke_z_big,4,58
frame_15,coke_med,5,58
frame_15,anw_med,5,58
frame_15,coke_v_big,5,58
frame_15,coke_small,5,58
frame_15,pepsi_med,5,58
frame_15,coke_v_med,3,58
frame_15,dew_med,7,58
frame_15,sprite_small,4,58
frame_15,fanta_grape_big,2,58
frame_15,pepsi_big,3,58
frame_15,a&w_small,7,58
frame_15,kick_med,3,58
frame_16,coke_z_big,4,58
frame_16,coke_med,5,58
frame_16,anw_med,5,58
frame_16,coke_v_big,5,58
frame_16,coke_small,5,58
frame_16,pepsi_med,5,58
frame_16,coke_v_med,3,58
frame_16,dew_med,7,58
frame_16,sprite_small,4,58
frame_16,fanta_grape_big,2,58
frame_16,pepsi_big,3,58
frame_16,a&w_small,7,58
frame_16,kick_med,3,58
frame_17,coke_z_big,4,58
frame_17,coke_med,5,58
frame_17,anw_med,5,58
frame_17,coke_v_big,5,58
frame_17,coke_small,5,58
frame_17,pepsi_med,5,58
frame_17,coke_v_med,3,58
frame_17,dew_med,7,58
frame_17,sprite_small,4,58
frame_17,fanta_grape_big,2,58
frame_17,pepsi_big,3,58
frame_17,a&w_small,7,58
frame_17,kick_med,3,58
frame_18,coke_z_big,4,59
frame_18,coke_med,5,59
frame_18,anw_med,5,59
frame_18,coke_v_big,5,59
frame_18,coke_small,5,59
frame_18,pepsi_med,5,59
frame_18,coke_v_med,3,59
frame_18,dew_med,7,59
frame_18,sprite_small,4,59
frame_18,fanta_grape_big,2,59
frame_18,pepsi_big,3,59
frame_18,a&w_small,7,59
frame_18,kick_med,3,59
frame_18,fanta_straw_big,1,59
frame_19,coke_z_big,4,59
frame_19,coke_med,5,59
frame_19,anw_med,5,59
frame_19,coke_v_big,5,59
frame_19,coke_small,5,59
frame_19,pepsi_med,5,59
frame_19,coke_v_med,3,59
frame_19,dew_med,7,59
frame_19,sprite_small,4,59
frame_19,fanta_grape_big,2,59
frame_19,pepsi_big,3,59
frame_19,a&w_small,7,59
frame_19,kick_med,3,59
frame_19,fanta_straw_big,1,59
frame_20,coke_z_big,4,58
frame_20,coke_med,5,58
frame_20,anw_med,5,58
frame_20,coke_v_big,5,58
frame_20,coke_small,5,58
frame_20,pepsi_med,5,58
frame_20,coke_v_med,3,58
frame_20,dew_med,7,58
frame_20,sprite_small,4,58
frame_20,fanta_grape_big,2,58
frame_20,pepsi_big,3,58
frame_20,a&w_small,7,58
frame_20,kick_med,3,58
frame_21,coke_z_big,4,58
frame_21,coke_med,5,58
frame_21,anw_med,5,58
frame_21,coke_v_big,5,58
frame_21,coke_small,5,58
frame_21,pepsi_med,5,58
frame_21,coke_v_med,3,58
frame_21,dew_med,7,58
frame_21,sprite_small,4,58
frame_21,fanta_grape_big,2,58
frame_21,pepsi_big,3,58
frame_21,a&w_small,7,58
frame_21,kick_med,3,58
frame_22,coke_z_big,4,59
frame_22,coke_med,5,59
frame_22,anw_med,5,59
frame_22,coke_v_big,5,59
frame_22,coke_small,5,59
frame_22,pepsi_med,5,59
frame_22,coke_v_med,3,59
frame_22,dew_med,7,59
frame_22,sprite_small,4,59
frame_22,fanta_grape_big,2,59
frame_22,pepsi_big,3,59
frame_22,a&w_small,7,59
frame_22,kick_med,3,59
frame_22,7up_med,1,59
frame_23,coke_z_big,4,59
frame_23,coke_med,5,59
frame_23,anw_med,5,59
frame_23,coke_v_big,5,59
frame_23,coke_small,5,59
frame_23,pepsi_med,5,59
frame_23,coke_v_med,3,59
frame_23,dew_med,8,59
frame_23,sprite_small,4,59
frame_23,fanta_grape_big,2,59
frame_23,pepsi_big,3,59
frame_23,a&w_small,7,59
frame_23,kick_med,3,59
frame_24,coke_z_big,4,58
frame_24,coke_med,5,58
frame_24,anw_med,5,58
frame_24,coke_v_big,5,58
frame_24,coke_small,5,58
frame_24,pepsi_med,5,58
frame_24,coke_v_med,3,58
frame_24,dew_med,7,58
frame_24,sprite_small,4,58
frame_24,fanta_grape_big,1,58
frame_24,pepsi_big,3,58
frame_24,a&w_small,7,58
frame_24,kick_med,4,58
frame_25,coke_z_big,4,57
frame_25,coke_med,5,57
frame_25,anw_med,5,57
frame_25,coke_v_big,5,57
frame_25,coke_small,5,57
frame_25,pepsi_med,5,57
frame_25,coke_v_med,3,57
frame_25,dew_med,6,57
frame_25,sprite_small,4,57
frame_25,fanta_grape_big,2,57
frame_25,pepsi_big,2,57
frame_25,a&w_small,7,57
frame_25,kick_med,4,57
frame_26,coke_z_big,4,59
frame_26,coke_med,5,59
frame_26,anw_med,5,59
frame_26,coke_v_big,5,59
frame_26,coke_small,5,59
frame_26,pepsi_med,5,59
frame_26,coke_v_med,3,59
frame_26,dew_med,7,59
frame_26,sprite_small,4,59
frame_26,fanta_grape_big,2,59
frame_26,pepsi_big,3,59
frame_26,a&w_small,7,59
frame_26,kick_med,4,59
frame_27,coke_z_big,4,60
frame_27,coke_med,5,60
frame_27,anw_med,5,60
frame_27,coke_v_big,5,60
frame_27,coke_small,5,60
frame_27,pepsi_med,5,60
frame_27,coke_v_med,3,60
frame_27,dew_med,8,60
frame_27,sprite_small,4,60
frame_27,fanta_grape_big,2,60
frame_27,pepsi_big,3,60
frame_27,a&w_small,7,60
frame_27,kick_med,4,60
frame_28,coke_z_big,4,61
frame_28,coke_med,5,61
frame_28,anw_med,5,61
frame_28,coke_v_big,5,61
frame_28,coke_small,5,61
frame_28,pepsi_med,5,61
frame_28,coke_v_med,3,61
frame_28,dew_med,8,61
frame_28,sprite_small,4,61
frame_28,fanta_grape_big,2,61
frame_28,pepsi_big,3,61
frame_28,a&w_small,7,61
frame_28,kick_med,4,61
frame_28,fanta_straw_big,1,61
frame_29,coke_z_big,4,59
frame_29,coke_med,5,59
frame_29,anw_med,5,59
frame_29,coke_v_big,5,59
frame_29,coke_small,5,59
frame_29,pepsi_med,5,59
frame_29,coke_v_med,3,59
frame_29,dew_med,6,59
frame_29,sprite_small,4,59
frame_29,fanta_grape_big,2,59
frame_29,pepsi_big,3,59
frame_29,a&w_small,7,59
frame_29,kick_med,4,59
frame_29,fanta_straw_big,1,59
frame_30,coke_z_big,4,59
frame_30,coke_med,5,59
frame_30,anw_med,5,59
frame_30,coke_v_big,5,59
frame_30,coke_small,5,59
frame_30,pepsi_med,5,59
frame_30,coke_v_med,3,59
frame_30,dew_med,7,59
frame_30,sprite_small,4,59
frame_30,fanta_grape_big,2,59
frame_30,pepsi_big,2,59
frame_30,a&w_small,7,59
frame_30,kick_med,4,59
frame_30,fanta_straw_big,1,59
frame_31,coke_z_big,4,60
frame_31,coke_med,5,60
frame_31,anw_med,5,60
frame_31,coke_v_big,5,60
frame_31,coke_small,5,60
frame_31,pepsi_med,5,60
frame_31,coke_v_med,3,60
frame_31,dew_med,6,60
frame_31,sprite_small,4,60
frame_31,fanta_grape_big,3,60
frame_31,pepsi_big,3,60
frame_31,a&w_small,7,60
frame_31,kick_med,4,60
frame_31,fanta_straw_big,1,60
frame_32,coke_z_big,4,61
frame_32,coke_med,5,61
frame_32,anw_med,5,61
frame_32,coke_v_big,5,61
frame_32,coke_small,5,61
frame_32,pepsi_med,5,61
frame_32,coke_v_med,3,61
frame_32,dew_med,7,61
frame_32,sprite_small,4,61
frame_32,fanta_grape_big,3,61
frame_32,pepsi_big,3,61
frame_32,a&w_small,7,61
frame_32,kick_med,4,61
frame_32,fanta_straw_big,1,61
frame_33,coke_z_big,4,61
frame_33,coke_med,5,61
frame_33,anw_med,5,61
frame_33,coke_v_big,5,61
frame_33,coke_small,5,61
frame_33,pepsi_med,5,61
frame_33,coke_v_med,3,61
frame_33,dew_med,8,61
frame_33,sprite_small,4,61
frame_33,fanta_grape_big,3,61
frame_33,pepsi_big,3,61
frame_33,a&w_small,7,61
frame_33,kick_med,3,61
frame_33,fanta_straw_big,1,61
frame_34,coke_z_big,4,61
frame_34,coke_med,5,61
frame_34,anw_med,5,61
frame_34,coke_v_big,5,61
frame_34,coke_small,5,61
frame_34,pepsi_med,5,61
frame_34,coke_v_med,3,61
frame_34,dew_med,8,61
frame_34,sprite_small,4,61
frame_34,fanta_grape_big,2,61
frame_34,pepsi_big,3,61
frame_34,a&w_small,7,61
frame_34,kick_med,4,61
frame_34,fanta_straw_big,1,61
frame_35,coke_z_big,4,60
frame_35,coke_med,5,60
frame_35,anw_med,5,60
frame_35,coke_v_big,5,60
frame_35,coke_small,5,60
frame_35,pepsi_med,5,60
frame_35,coke_v_med,3,60
frame_35,dew_med,7,60
frame_35,sprite_small,4,60
frame_35,fanta_grape_big,2,60
frame_35,pepsi_big,3,60
frame_35,a&w_small,7,60
frame_35,kick_med,4,60
frame_35,fanta_straw_big,1,60
frame_36,coke_z_big,4,58
frame_36,coke_med,5,58
frame_36,anw_med,5,58
frame_36,coke_v_big,5,58
frame_36,coke_small,5,58
frame_36,pepsi_med,5,58
frame_36,coke_v_med,3,58
frame_36,dew_med,6,58
frame_36,sprite_small,4,58
frame_36,fanta_grape_big,2,58
frame_36,pepsi_big,3,58
frame_36,a&w_small,7,58
frame_36,kick_med,3,58
frame_36,fanta_straw_big,1,58
frame_37,coke_z_big,4,60
frame_37,coke_med,5,60
frame_37,anw_med,5,60
frame_37,coke_v_big,5,60
frame_37,coke_small,5,60
frame_37,pepsi_med,5,60
frame_37,coke_v_med,3,60
frame_37,dew_med,8,60
frame_37,sprite_small,4,60
frame_37,fanta_grape_big,2,60
frame_37,pepsi_big,3,60
frame_37,a&w_small,7,60
frame_37,kick_med,3,60
frame_37,fanta_straw_big,1,60
frame_38,coke_z_big,4,60
frame_38,coke_med,5,60
frame_38,anw_med,5,60
frame_38,coke_v_big,5,60
frame_38,coke_small,5,60
frame_38,pepsi_med,5,60
frame_38,coke_v_med,3,60
frame_38,dew_med,8,60
frame_38,sprite_small,4,60
frame_38,fanta_grape_big,2,60
frame_38,pepsi_big,3,60
frame_38,a&w_small,7,60
frame_38,kick_med,3,60
frame_38,fanta_straw_big,1,60
frame_39,coke_z_big,4,61
frame_39,coke_med,5,61
frame_39,anw_med,5,61
frame_39,coke_v_big,5,61
frame_39,coke_small,5,61
frame_39,pepsi_med,5,61
frame_39,coke_v_med,3,61
frame_39,dew_med,7,61
frame_39,sprite_small,4,61
frame_39,fanta_grape_big,3,61
frame_39,pepsi_big,3,61
frame_39,a&w_small,7,61
frame_39,kick_med,3,61
frame_39,fanta_straw_big,1,61
frame_39,empty,1,61
frame_40,coke_z_big,4,62
frame_40,coke_med,5,62
frame_40,anw_med,5,62
