frame_id,class_name,count,total_objects
frame_0,coke_med,5,60
frame_0,anw_med,6,60
frame_0,kick_med,4,60
frame_0,pepsi_med,6,60
frame_0,coke_z_big,2,60
frame_0,empty,2,60
frame_0,a&w_small,7,60
frame_0,coke_v_big,5,60
frame_0,coke_small,6,60
frame_0,coke_v_med,3,60
frame_0,fanta_straw_big,1,60
frame_0,sprite_small,4,60
frame_0,7up_med,4,60
frame_0,pepsi_big,3,60
frame_0,fanta_grape_big,2,60
frame_1,coke_med,5,60
frame_1,anw_med,6,60
frame_1,kick_med,4,60
frame_1,pepsi_med,6,60
frame_1,coke_z_big,2,60
frame_1,empty,2,60
frame_1,a&w_small,7,60
frame_1,coke_v_big,5,60
frame_1,coke_small,6,60
frame_1,coke_v_med,3,60
frame_1,fanta_straw_big,1,60
frame_1,sprite_small,4,60
frame_1,7up_med,4,60
frame_1,pepsi_big,3,60
frame_1,fanta_grape_big,2,60
frame_2,coke_med,5,60
frame_2,anw_med,6,60
frame_2,kick_med,4,60
frame_2,pepsi_med,6,60
frame_2,coke_z_big,2,60
frame_2,empty,2,60
frame_2,a&w_small,7,60
frame_2,coke_v_big,5,60
frame_2,coke_small,6,60
frame_2,coke_v_med,3,60
frame_2,fanta_straw_big,1,60
frame_2,sprite_small,4,60
frame_2,7up_med,4,60
frame_2,pepsi_big,3,60
frame_2,fanta_grape_big,2,60
frame_3,coke_med,5,60
frame_3,anw_med,6,60
frame_3,kick_med,4,60
frame_3,pepsi_med,6,60
frame_3,coke_z_big,2,60
frame_3,empty,2,60
frame_3,a&w_small,7,60
frame_3,coke_v_big,5,60
frame_3,coke_small,6,60
frame_3,coke_v_med,3,60
frame_3,fanta_straw_big,1,60
frame_3,sprite_small,4,60
frame_3,7up_med,4,60
frame_3,pepsi_big,3,60
frame_3,fanta_grape_big,2,60
frame_4,coke_med,5,60
frame_4,anw_med,6,60
frame_4,kick_med,4,60
frame_4,pepsi_med,6,60
frame_4,coke_z_big,2,60
frame_4,empty,2,60
frame_4,a&w_small,7,60
frame_4,coke_v_big,5,60
frame_4,coke_small,6,60
frame_4,coke_v_med,3,60
frame_4,fanta_straw_big,1,60
frame_4,sprite_small,4,60
frame_4,7up_med,4,60
frame_4,pepsi_big,3,60
frame_4,fanta_grape_big,2,60
frame_5,coke_med,5,60
frame_5,anw_med,6,60
frame_5,kick_med,4,60
frame_5,pepsi_med,6,60
frame_5,coke_z_big,2,60
frame_5,empty,2,60
frame_5,a&w_small,7,60
frame_5,coke_v_big,5,60
frame_5,coke_small,6,60
frame_5,coke_v_med,3,60
frame_5,fanta_straw_big,1,60
frame_5,sprite_small,4,60
frame_5,7up_med,4,60
frame_5,pepsi_big,3,60
frame_5,fanta_grape_big,2,60
frame_6,coke_med,5,60
frame_6,anw_med,6,60
frame_6,kick_med,4,60
frame_6,pepsi_med,6,60
frame_6,coke_z_big,2,60
frame_6,empty,2,60
frame_6,a&w_small,7,60
frame_6,coke_v_big,5,60
frame_6,coke_small,6,60
frame_6,coke_v_med,3,60
frame_6,fanta_straw_big,1,60
frame_6,sprite_small,4,60
frame_6,7up_med,4,60
frame_6,pepsi_big,3,60
frame_6,fanta_grape_big,2,60
frame_7,coke_med,5,60
frame_7,anw_med,6,60
frame_7,kick_med,4,60
frame_7,pepsi_med,6,60
frame_7,coke_z_big,2,60
frame_7,empty,2,60
frame_7,a&w_small,7,60
frame_7,coke_v_big,5,60
frame_7,coke_small,6,60
frame_7,coke_v_med,3,60
frame_7,fanta_straw_big,1,60
frame_7,sprite_small,4,60
frame_7,7up_med,4,60
frame_7,pepsi_big,3,60
frame_7,fanta_grape_big,2,60
frame_8,coke_med,5,60
frame_8,anw_med,6,60
frame_8,kick_med,4,60
frame_8,pepsi_med,6,60
frame_8,coke_z_big,2,60
frame_8,empty,2,60
frame_8,a&w_small,7,60
frame_8,coke_v_big,5,60
frame_8,coke_small,6,60
frame_8,coke_v_med,3,60
frame_8,fanta_straw_big,1,60
frame_8,sprite_small,4,60
frame_8,7up_med,4,60
frame_8,pepsi_big,3,60
frame_8,fanta_grape_big,2,60
frame_9,coke_med,5,60
frame_9,anw_med,6,60
frame_9,kick_med,4,60
frame_9,pepsi_med,6,60
frame_9,coke_z_big,2,60
frame_9,empty,2,60
frame_9,a&w_small,7,60
frame_9,coke_v_big,5,60
frame_9,coke_small,6,60
frame_9,coke_v_med,3,60
frame_9,fanta_straw_big,1,60
frame_9,sprite_small,4,60
frame_9,7up_med,4,60
frame_9,pepsi_big,3,60
frame_9,fanta_grape_big,2,60
frame_10,coke_med,5,60
frame_10,anw_med,6,60
frame_10,kick_med,4,60
frame_10,pepsi_med,6,60
frame_10,coke_z_big,2,60
frame_10,empty,2,60
frame_10,a&w_small,7,60
frame_10,coke_v_big,5,60
frame_10,coke_small,6,60
frame_10,coke_v_med,3,60
frame_10,fanta_straw_big,1,60
frame_10,sprite_small,4,60
frame_10,7up_med,4,60
frame_10,pepsi_big,3,60
frame_10,fanta_grape_big,2,60
frame_11,coke_med,5,60
frame_11,anw_med,6,60
frame_11,kick_med,4,60
frame_11,pepsi_med,6,60
frame_11,coke_z_big,2,60
frame_11,empty,2,60
frame_11,a&w_small,7,60
frame_11,coke_v_big,5,60
frame_11,coke_small,6,60
frame_11,coke_v_med,3,60
frame_11,fanta_straw_big,1,60
frame_11,sprite_small,4,60
frame_11,7up_med,4,60
frame_11,pepsi_big,3,60
frame_11,fanta_grape_big,2,60
frame_12,coke_med,5,60
frame_12,anw_med,6,60
frame_12,kick_med,4,60
frame_12,pepsi_med,6,60
frame_12,coke_z_big,2,60
frame_12,empty,2,60
frame_12,a&w_small,7,60
frame_12,coke_v_big,5,60
frame_12,coke_small,6,60
frame_12,coke_v_med,3,60
frame_12,fanta_straw_big,1,60
frame_12,sprite_small,4,60
frame_12,7up_med,4,60
frame_12,pepsi_big,3,60
frame_12,fanta_grape_big,2,60
frame_13,coke_med,5,60
frame_13,anw_med,6,60
frame_13,kick_med,4,60
frame_13,pepsi_med,6,60
frame_13,coke_z_big,2,60
frame_13,empty,2,60
frame_13,a&w_small,7,60
frame_13,coke_v_big,5,60
frame_13,coke_small,6,60
frame_13,coke_v_med,3,60
frame_13,fanta_straw_big,1,60
frame_13,sprite_small,4,60
frame_13,7up_med,4,60
frame_13,pepsi_big,3,60
frame_13,fanta_grape_big,2,60
frame_14,coke_med,5,60
frame_14,anw_med,6,60
frame_14,kick_med,4,60
frame_14,pepsi_med,6,60
frame_14,coke_z_big,2,60
frame_14,empty,2,60
frame_14,a&w_small,7,60
frame_14,coke_v_big,5,60
frame_14,coke_small,6,60
frame_14,coke_v_med,3,60
frame_14,fanta_straw_big,1,60
frame_14,sprite_small,4,60
frame_14,7up_med,4,60
frame_14,pepsi_big,3,60
frame_14,fanta_grape_big,2,60
frame_15,coke_med,5,60
frame_15,anw_med,6,60
frame_15,kick_med,4,60
frame_15,pepsi_med,6,60
frame_15,coke_z_big,2,60
frame_15,empty,2,60
frame_15,a&w_small,7,60
frame_15,coke_v_big,5,60
frame_15,coke_small,6,60
frame_15,coke_v_med,3,60
frame_15,fanta_straw_big,1,60
frame_15,sprite_small,4,60
frame_15,7up_med,4,60
frame_15,pepsi_big,3,60
frame_15,fanta_grape_big,2,60
frame_16,coke_med,5,60
frame_16,anw_med,6,60
frame_16,kick_med,4,60
frame_16,pepsi_med,6,60
frame_16,coke_z_big,2,60
frame_16,empty,2,60
frame_16,a&w_small,7,60
frame_16,coke_v_big,5,60
frame_16,coke_small,6,60
frame_16,coke_v_med,3,60
frame_16,fanta_straw_big,1,60
frame_16,sprite_small,4,60
frame_16,7up_med,4,60
frame_16,pepsi_big,3,60
frame_16,fanta_grape_big,2,60
frame_17,coke_med,5,60
frame_17,anw_med,6,60
frame_17,kick_med,4,60
frame_17,pepsi_med,6,60
frame_17,coke_z_big,2,60
frame_17,empty,2,60
frame_17,a&w_small,7,60
frame_17,coke_v_big,5,60
frame_17,coke_small,6,60
frame_17,coke_v_med,3,60
frame_17,fanta_straw_big,1,60
frame_17,sprite_small,4,60
frame_17,7up_med,4,60
frame_17,pepsi_big,3,60
frame_17,fanta_grape_big,2,60
frame_18,coke_med,5,61
frame_18,anw_med,6,61
frame_18,kick_med,4,61
frame_18,pepsi_med,6,61
frame_18,coke_z_big,2,61
frame_18,empty,2,61
frame_18,a&w_small,7,61
frame_18,coke_v_big,5,61
frame_18,coke_small,6,61
frame_18,coke_v_med,3,61
frame_18,fanta_straw_big,2,61
frame_18,sprite_small,4,61
frame_18,7up_med,4,61
frame_18,pepsi_big,3,61
frame_18,fanta_grape_big,2,61
frame_19,coke_med,5,60
frame_19,anw_med,6,60
frame_19,kick_med,4,60
frame_19,pepsi_med,6,60
frame_19,coke_z_big,2,60
frame_19,empty,2,60
frame_19,a&w_small,7,60
frame_19,coke_v_big,5,60
frame_19,coke_small,6,60
frame_19,coke_v_med,3,60
frame_19,fanta_straw_big,1,60
frame_19,sprite_small,4,60
frame_19,7up_med,4,60
frame_19,pepsi_big,3,60
frame_19,fanta_grape_big,2,60
frame_20,coke_med,5,60
frame_20,anw_med,6,60
frame_20,kick_med,4,60
frame_20,pepsi_med,6,60
frame_20,coke_z_big,2,60
frame_20,empty,2,60
frame_20,a&w_small,7,60
frame_20,coke_v_big,5,60
frame_20,coke_small,6,60
frame_20,coke_v_med,3,60
frame_20,fanta_straw_big,1,60
frame_20,sprite_small,4,60
frame_20,7up_med,4,60
frame_20,pepsi_big,3,60
frame_20,fanta_grape_big,2,60
frame_21,coke_med,5,60
frame_21,anw_med,6,60
frame_21,kick_med,4,60
frame_21,pepsi_med,6,60
frame_21,coke_z_big,2,60
frame_21,empty,2,60
frame_21,a&w_small,7,60
frame_21,coke_v_big,5,60
frame_21,coke_small,6,60
frame_21,coke_v_med,3,60
frame_21,fanta_straw_big,1,60
frame_21,sprite_small,4,60
frame_21,7up_med,4,60
frame_21,pepsi_big,3,60
frame_21,fanta_grape_big,2,60
frame_22,coke_med,5,60
frame_22,anw_med,6,60
frame_22,kick_med,4,60
frame_22,pepsi_med,6,60
frame_22,coke_z_big,2,60
frame_22,empty,2,60
frame_22,a&w_small,7,60
frame_22,coke_v_big,5,60
frame_22,coke_small,6,60
frame_22,coke_v_med,3,60
frame_22,fanta_straw_big,1,60
frame_22,sprite_small,4,60
frame_22,7up_med,4,60
frame_22,pepsi_big,3,60
frame_22,fanta_grape_big,2,60
frame_23,coke_med,5,60
frame_23,anw_med,6,60
frame_23,kick_med,4,60
frame_23,pepsi_med,6,60
frame_23,coke_z_big,2,60
frame_23,empty,2,60
frame_23,a&w_small,7,60
frame_23,coke_v_big,5,60
frame_23,coke_small,6,60
frame_23,coke_v_med,3,60
frame_23,fanta_straw_big,1,60
frame_23,sprite_small,4,60
frame_23,7up_med,4,60
frame_23,pepsi_big,3,60
frame_23,fanta_grape_big,2,60
frame_24,coke_med,5,61
frame_24,anw_med,6,61
frame_24,kick_med,4,61
frame_24,pepsi_med,6,61
frame_24,coke_z_big,2,61
frame_24,empty,2,61
frame_24,a&w_small,7,61
frame_24,coke_v_big,5,61
frame_24,coke_small,6,61
frame_24,coke_v_med,3,61
frame_24,fanta_straw_big,2,61
frame_24,sprite_small,4,61
frame_24,7up_med,4,61
frame_24,pepsi_big,3,61
frame_24,fanta_grape_big,2,61
frame_25,coke_med,5,60
frame_25,anw_med,6,60
frame_25,kick_med,4,60
frame_25,pepsi_med,6,60
frame_25,coke_z_big,2,60
frame_25,empty,2,60
frame_25,a&w_small,7,60
frame_25,coke_v_big,5,60
frame_25,coke_small,6,60
frame_25,coke_v_med,3,60
frame_25,fanta_straw_big,1,60
frame_25,sprite_small,4,60
frame_25,7up_med,4,60
frame_25,pepsi_big,3,60
frame_25,fanta_grape_big,2,60
frame_26,coke_med,5,60
frame_26,anw_med,6,60
frame_26,kick_med,4,60
frame_26,pepsi_med,6,60
frame_26,coke_z_big,2,60
frame_26,empty,2,60
frame_26,a&w_small,7,60
frame_26,coke_v_big,5,60
frame_26,coke_small,6,60
frame_26,coke_v_med,3,60
frame_26,fanta_straw_big,1,60
frame_26,sprite_small,4,60
frame_26,7up_med,4,60
frame_26,pepsi_big,3,60
frame_26,fanta_grape_big,2,60
frame_27,coke_med,5,60
frame_27,anw_med,6,60
frame_27,kick_med,4,60
frame_27,pepsi_med,6,60
frame_27,coke_z_big,2,60
frame_27,empty,2,60
frame_27,a&w_small,7,60
frame_27,coke_v_big,5,60
frame_27,coke_small,6,60
frame_27,coke_v_med,3,60
frame_27,fanta_straw_big,1,60
frame_27,sprite_small,4,60
frame_27,7up_med,4,60
frame_27,pepsi_big,3,60
frame_27,fanta_grape_big,2,60
frame_28,coke_med,5,60
frame_28,anw_med,6,60
frame_28,kick_med,4,60
frame_28,pepsi_med,6,60
frame_28,coke_z_big,2,60
frame_28,empty,2,60
frame_28,a&w_small,7,60
frame_28,coke_v_big,5,60
frame_28,coke_small,6,60
frame_28,coke_v_med,3,60
frame_28,fanta_straw_big,1,60
frame_28,sprite_small,4,60
frame_28,7up_med,4,60
frame_28,pepsi_big,3,60
frame_28,fanta_grape_big,2,60
frame_29,coke_med,5,60
frame_29,anw_med,6,60
frame_29,kick_med,4,60
frame_29,pepsi_med,6,60
frame_29,coke_z_big,2,60
frame_29,empty,2,60
frame_29,a&w_small,7,60
frame_29,coke_v_big,5,60
frame_29,coke_small,6,60
frame_29,coke_v_med,3,60
frame_29,fanta_straw_big,1,60
frame_29,sprite_small,4,60
frame_29,7up_med,4,60
frame_29,pepsi_big,3,60
frame_29,fanta_grape_big,2,60
frame_30,coke_med,5,60
frame_30,anw_med,6,60
frame_30,kick_med,4,60
frame_30,pepsi_med,6,60
frame_30,coke_z_big,2,60
frame_30,empty,2,60
frame_30,a&w_small,7,60
frame_30,coke_v_big,5,60
frame_30,coke_small,6,60
frame_30,coke_v_med,3,60
frame_30,fanta_straw_big,1,60
frame_30,sprite_small,4,60
frame_30,7up_med,4,60
frame_30,pepsi_big,3,60
frame_30,fanta_grape_big,2,60
frame_31,coke_med,5,61
frame_31,anw_med,6,61
frame_31,kick_med,4,61
frame_31,pepsi_med,6,61
frame_31,coke_z_big,2,61
frame_31,empty,2,61
frame_31,a&w_small,7,61
frame_31,coke_v_big,5,61
frame_31,coke_small,6,61
frame_31,coke_v_med,3,61
frame_31,fanta_straw_big,2,61
frame_31,sprite_small,4,61
frame_31,7up_med,4,61
frame_31,pepsi_big,3,61
frame_31,fanta_grape_big,2,61
frame_32,coke_med,5,61
frame_32,anw_med,6,61
frame_32,kick_med,4,61
frame_32,pepsi_med,6,61
frame_32,coke_z_big,2,61
frame_32,empty,2,61
frame_32,a&w_small,7,61
frame_32,coke_v_big,5,61
frame_32,coke_small,6,61
frame_32,coke_v_med,3,61
frame_32,fanta_straw_big,2,61
frame_32,sprite_small,4,61
frame_32,7up_med,4,61
frame_32,pepsi_big,3,61
frame_32,fanta_grape_big,2,61
frame_33,coke_med,5,60
frame_33,anw_med,6,60
frame_33,kick_med,4,60
frame_33,pepsi_med,6,60
frame_33,coke_z_big,2,60
frame_33,empty,2,60
frame_33,a&w_small,7,60
frame_33,coke_v_big,5,60
frame_33,coke_small,6,60
frame_33,coke_v_med,3,60
frame_33,fanta_straw_big,1,60
frame_33,sprite_small,4,60
frame_33,7up_med,4,60
frame_33,pepsi_big,3,60
frame_33,fanta_grape_big,2,60
frame_34,coke_med,5,60
frame_34,anw_med,6,60
frame_34,kick_med,4,60
frame_34,pepsi_med,6,60
frame_34,coke_z_big,2,60
frame_34,empty,2,60
frame_34,a&w_small,7,60
frame_34,coke_v_big,5,60
frame_34,coke_small,6,60
frame_34,coke_v_med,3,60
frame_34,fanta_straw_big,1,60
frame_34,sprite_small,4,60
frame_34,7up_med,4,60
frame_34,pepsi_big,3,60
frame_34,fanta_grape_big,2,60
frame_35,coke_med,5,60
frame_35,anw_med,6,60
frame_35,kick_med,4,60
frame_35,pepsi_med,6,60
frame_35,coke_z_big,2,60
frame_35,empty,2,60
frame_35,a&w_small,7,60
frame_35,coke_v_big,5,60
frame_35,coke_small,6,60
frame_35,coke_v_med,3,60
frame_35,fanta_straw_big,1,60
frame_35,sprite_small,4,60
frame_35,7up_med,4,60
frame_35,pepsi_big,3,60
frame_35,fanta_grape_big,2,60
frame_36,coke_med,5,60
frame_36,anw_med,6,60
frame_36,kick_med,4,60
frame_36,pepsi_med,6,60
frame_36,coke_z_big,2,60
frame_36,empty,2,60
frame_36,a&w_small,7,60
frame_36,coke_v_big,5,60
frame_36,coke_small,6,60
frame_36,coke_v_med,3,60
frame_36,fanta_straw_big,1,60
frame_36,sprite_small,4,60
frame_36,7up_med,4,60
frame_36,pepsi_big,3,60
frame_36,fanta_grape_big,2,60
frame_37,coke_med,5,60
frame_37,anw_med,6,60
frame_37,kick_med,4,60
frame_37,pepsi_med,6,60
frame_37,coke_z_big,2,60
frame_37,empty,2,60
frame_37,a&w_small,7,60
frame_37,coke_v_big,5,60
frame_37,coke_small,6,60
frame_37,coke_v_med,3,60
frame_37,fanta_straw_big,1,60
frame_37,sprite_small,4,60
frame_37,7up_med,4,60
frame_37,pepsi_big,3,60
frame_37,fanta_grape_big,2,60
frame_38,coke_med,5,60
frame_38,anw_med,6,60
frame_38,kick_med,4,60
frame_38,pepsi_med,6,60
frame_38,coke_z_big,2,60
frame_38,empty,2,60
frame_38,a&w_small,7,60
frame_38,coke_v_big,5,60
frame_38,coke_small,6,60
frame_38,coke_v_med,3,60
frame_38,fanta_straw_big,1,60
frame_38,sprite_small,4,60
frame_38,7up_med,4,60
frame_38,pepsi_big,3,60
frame_38,fanta_grape_big,2,60
frame_39,coke_med,5,60
frame_39,anw_med,6,60
frame_39,kick_med,4,60
frame_39,pepsi_med,6,60
frame_39,coke_z_big,2,60
frame_39,empty,2,60
frame_39,a&w_small,7,60
frame_39,coke_v_big,5,60
frame_39,coke_small,6,60
frame_39,coke_v_med,3,60
frame_39,fanta_straw_big,1,60
frame_39,sprite_small,4,60
frame_39,7up_med,4,60
frame_39,pepsi_big,3,60
frame_39,fanta_grape_big,2,60
frame_40,coke_med,5,60
frame_40,anw_med,6,60
frame_40,kick_med,4,60
frame_40,pepsi_med,6,60
frame_40,coke_z_big,2,60
frame_40,empty,2,60
frame_40,a&w_small,7,60
frame_40,coke_v_big,5,60
frame_40,coke_small,6,60
frame_40,coke_v_med,3,60
frame_40,fanta_straw_big,1,60
frame_40,sprite_small,4,60
frame_40,7up_med,4,60
frame_40,pepsi_big,3,60
frame_40,fanta_grape_big,2,60
frame_41,coke_med,5,60
frame_41,anw_med,6,60
frame_41,kick_med,4,60
frame_41,pepsi_med,6,60
frame_41,coke_z_big,2,60
frame_41,empty,2,60
frame_41,a&w_small,7,60
frame_41,coke_v_big,5,60
frame_41,coke_small,6,60
frame_41,coke_v_med,3,60
frame_41,fanta_straw_big,1,60
frame_41,sprite_small,4,60
frame_41,7up_med,4,60
frame_41,pepsi_big,3,60
frame_41,fanta_grape_big,2,60
frame_42,coke_med,5,60
frame_42,anw_med,6,60
frame_42,kick_med,4,60
frame_42,pepsi_med,6,60
frame_42,coke_z_big,2,60
frame_42,empty,2,60
frame_42,a&w_small,7,60
frame_42,coke_v_big,5,60
frame_42,coke_small,6,60
frame_42,coke_v_med,3,60
frame_42,fanta_straw_big,1,60
frame_42,sprite_small,4,60
frame_42,7up_med,4,60
frame_42,pepsi_big,3,60
frame_42,fanta_grape_big,2,60
frame_43,coke_med,5,60
frame_43,anw_med,6,60
frame_43,kick_med,4,60
frame_43,pepsi_med,6,60
frame_43,coke_z_big,2,60
frame_43,empty,2,60
frame_43,a&w_small,7,60
frame_43,coke_v_big,5,60
frame_43,coke_small,6,60
frame_43,coke_v_med,3,60
frame_43,fanta_straw_big,1,60
frame_43,sprite_small,4,60
frame_43,7up_med,4,60
frame_43,pepsi_big,3,60
frame_43,fanta_grape_big,2,60
frame_44,coke_med,5,60
frame_44,anw_med,6,60
frame_44,kick_med,4,60
frame_44,pepsi_med,6,60
frame_44,coke_z_big,2,60
frame_44,empty,2,60
frame_44,a&w_small,7,60
frame_44,coke_v_big,5,60
frame_44,coke_small,6,60
frame_44,coke_v_med,3,60
frame_44,fanta_straw_big,1,60
frame_44,sprite_small,4,60
frame_44,7up_med,4,60
frame_44,pepsi_big,3,60
frame_44,fanta_grape_big,2,60
frame_45,coke_med,5,60
frame_45,anw_med,6,60
frame_45,kick_med,4,60
frame_45,pepsi_med,6,60
frame_45,coke_z_big,2,60
frame_45,empty,2,60
frame_45,a&w_small,7,60
frame_45,coke_v_big,5,60
frame_45,coke_small,6,60
frame_45,coke_v_med,3,60
frame_45,fanta_straw_big,1,60
frame_45,sprite_small,4,60
frame_45,7up_med,4,60
frame_45,pepsi_big,3,60
frame_45,fanta_grape_big,2,60
frame_46,coke_med,5,60
frame_46,anw_med,6,60
frame_46,kick_med,4,60
frame_46,pepsi_med,6,60
frame_46,coke_z_big,2,60
frame_46,empty,2,60
frame_46,a&w_small,7,60
frame_46,coke_v_big,5,60
frame_46,coke_small,6,60
frame_46,coke_v_med,3,60
frame_46,fanta_straw_big,1,60
frame_46,sprite_small,4,60
frame_46,7up_med,4,60
frame_46,pepsi_big,3,60
frame_46,fanta_grape_big,2,60
frame_47,coke_med,5,60
frame_47,anw_med,6,60
frame_47,kick_med,4,60
frame_47,pepsi_med,6,60
frame_47,coke_z_big,2,60
frame_47,empty,2,60
frame_47,a&w_small,7,60
frame_47,coke_v_big,5,60
frame_47,coke_small,6,60
frame_47,coke_v_med,3,60
frame_47,fanta_straw_big,1,60
frame_47,sprite_small,4,60
frame_47,7up_med,4,60
frame_47,pepsi_big,3,60
frame_47,fanta_grape_big,2,60
frame_48,coke_med,5,59
frame_48,anw_med,6,59
frame_48,kick_med,4,59
frame_48,pepsi_med,6,59
frame_48,coke_z_big,2,59
frame_48,empty,2,59
frame_48,a&w_small,7,59
frame_48,coke_v_big,5,59
frame_48,coke_small,6,59
frame_48,coke_v_med,3,59
frame_48,fanta_straw_big,1,59
frame_48,sprite_small,4,59
frame_48,7up_med,3,59
frame_48,pepsi_big,3,59
frame_48,fanta_grape_big,2,59
frame_49,coke_med,5,60
frame_49,anw_med,6,60
frame_49,kick_med,4,60
frame_49,pepsi_med,6,60
frame_49,coke_z_big,2,60
frame_49,empty,2,60
frame_49,a&w_small,7,60
frame_49,coke_v_big,5,60
frame_49,coke_small,6,60
frame_49,coke_v_med,3,60
frame_49,fanta_straw_big,1,60
frame_49,sprite_small,4,60
frame_49,7up_med,4,60
frame_49,pepsi_big,3,60
frame_49,fanta_grape_big,2,60
frame_50,coke_med,5,60
frame_50,anw_med,6,60
frame_50,kick_med,4,60
frame_50,pepsi_med,6,60
frame_50,coke_z_big,2,60
frame_50,empty,2,60
frame_50,a&w_small,7,60
frame_50,coke_v_big,5,60
frame_50,coke_small,6,60
frame_50,coke_v_med,3,60
frame_50,fanta_straw_big,1,60
frame_50,sprite_small,4,60
frame_50,7up_med,4,60
frame_50,pepsi_big,3,60
frame_50,fanta_grape_big,2,60
frame_51,coke_med,5,60
frame_51,anw_med,6,60
frame_51,kick_med,4,60
frame_51,pepsi_med,6,60
frame_51,coke_z_big,2,60
frame_51,empty,2,60
frame_51,a&w_small,7,60
frame_51,coke_v_big,5,60
frame_51,coke_small,6,60
frame_51,coke_v_med,3,60
frame_51,fanta_straw_big,1,60
frame_51,sprite_small,4,60
frame_51,7up_med,4,60
frame_51,pepsi_big,3,60
frame_51,fanta_grape_big,2,60
frame_52,coke_med,5,60
frame_52,anw_med,6,60
frame_52,kick_med,4,60
frame_52,pepsi_med,6,60
frame_52,coke_z_big,2,60
frame_52,empty,2,60
frame_52,a&w_small,7,60
frame_52,coke_v_big,5,60
frame_52,coke_small,6,60
frame_52,coke_v_med,3,60
frame_52,fanta_straw_big,1,60
frame_52,sprite_small,4,60
frame_52,7up_med,4,60
frame_52,pepsi_big,3,60
frame_52,fanta_grape_big,2,60
frame_53,coke_med,5,61
frame_53,anw_med,6,61
frame_53,kick_med,4,61
frame_53,pepsi_med,6,61
frame_53,coke_z_big,2,61
frame_53,empty,2,61
frame_53,a&w_small,8,61
frame_53,coke_v_big,5,61
frame_53,coke_small,6,61
frame_53,coke_v_med,3,61
frame_53,fanta_straw_big,1,61
frame_53,sprite_small,4,61
frame_53,7up_med,4,61
frame_53,pepsi_big,3,61
frame_53,fanta_grape_big,2,61
frame_54,coke_med,5,60
frame_54,anw_med,6,60
frame_54,kick_med,4,60
frame_54,pepsi_med,6,60
frame_54,coke_z_big,2,60
frame_54,empty,2,60
frame_54,a&w_small,7,60
frame_54,coke_v_big,5,60
frame_54,coke_small,6,60
frame_54,coke_v_med,3,60
frame_54,fanta_straw_big,1,60
frame_54,sprite_small,4,60
frame_54,7up_med,4,60
frame_54,pepsi_big,3,60
frame_54,fanta_grape_big,2,60
frame_55,coke_med,5,60
frame_55,anw_med,6,60
frame_55,kick_med,4,60
frame_55,pepsi_med,6,60
